0.000000000000000000e+00 5.596490957543432093e-15 9.999999999999944489e-01
1.000000000000000000e+00 1.634737031154761403e-13 9.999999999998365752e-01
2.000000000000000000e+00 5.596490957543432093e-15 9.999999999999944489e-01
3.000000000000000000e+00 9.999999999999302780e-01 6.979394610244220407e-14
4.000000000000000000e+00 9.999999999999302780e-01 6.979394610244220407e-14
5.000000000000000000e+00 6.122914863041660841e-03 9.938770851369584935e-01
6.000000000000000000e+00 2.220124061476428340e-09 9.999999977798759154e-01
7.000000000000000000e+00 9.999999991152674905e-01 8.847326012397219564e-10
8.000000000000000000e+00 9.999999999999302780e-01 6.979394610244220407e-14
9.000000000000000000e+00 9.999999999999302780e-01 6.979394610244220407e-14
1.000000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
1.100000000000000000e+01 5.596490957543432093e-15 9.999999999999944489e-01
1.200000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
1.300000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
1.400000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
1.500000000000000000e+01 1.560862851687356206e-06 9.999984391371483650e-01
1.600000000000000000e+01 9.829843602405425873e-01 1.701563975945732596e-02
1.700000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
1.800000000000000000e+01 5.596490957543432093e-15 9.999999999999944489e-01
1.900000000000000000e+01 5.596490957543432093e-15 9.999999999999944489e-01
2.000000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
2.100000000000000000e+01 5.596490957543432093e-15 9.999999999999944489e-01
2.200000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
2.300000000000000000e+01 9.999999998322866013e-01 1.677134112786848189e-10
2.400000000000000000e+01 1.634737031154761403e-13 9.999999999998365752e-01
2.500000000000000000e+01 5.596490957543432093e-15 9.999999999999944489e-01
2.600000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
2.700000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
2.800000000000000000e+01 4.603983420406284271e-13 9.999999999995397015e-01
2.900000000000000000e+01 1.584174339521336979e-12 9.999999999984159338e-01
3.000000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
3.100000000000000000e+01 5.596490957543432093e-15 9.999999999999944489e-01
3.200000000000000000e+01 5.596490957543432093e-15 9.999999999999944489e-01
3.300000000000000000e+01 5.596490957543432093e-15 9.999999999999944489e-01
3.400000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
3.500000000000000000e+01 5.596490957543432093e-15 9.999999999999944489e-01
3.600000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
3.700000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
3.800000000000000000e+01 1.496767506847871054e-08 9.999999850323249007e-01
3.900000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
4.000000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
4.100000000000000000e+01 4.603983420406284271e-13 9.999999999995397015e-01
4.200000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
4.300000000000000000e+01 5.596490957543432093e-15 9.999999999999944489e-01
4.400000000000000000e+01 5.596490957543432093e-15 9.999999999999944489e-01
4.500000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
4.600000000000000000e+01 9.999999999697113395e-01 3.028865140110196915e-11
4.700000000000000000e+01 5.596490957543432093e-15 9.999999999999944489e-01
4.800000000000000000e+01 5.596490957543432093e-15 9.999999999999944489e-01
4.900000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
5.000000000000000000e+01 9.990669516719554721e-01 9.330483280445828328e-04
5.100000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
5.200000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
5.300000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
5.400000000000000000e+01 9.999997495626554711e-01 2.504373445952526799e-07
5.500000000000000000e+01 5.596490957543432093e-15 9.999999999999944489e-01
5.600000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
5.700000000000000000e+01 9.999999990521337700e-01 9.478663315963869731e-10
5.800000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
5.900000000000000000e+01 5.596490957543432093e-15 9.999999999999944489e-01
6.000000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
6.100000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
6.200000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
6.300000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
6.400000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
6.500000000000000000e+01 9.999999999999302780e-01 6.979394610244220407e-14
6.600000000000000000e+01 9.999999999942583706e-01 5.741636556485111135e-12
6.700000000000000000e+01 5.596490957543432093e-15 9.999999999999944489e-01
